US 500 (Dec) >2086.5 (4:15PM)	,	20:36.4	,	56.625
US 500 (Dec) >2086.5 (4:15PM)	,	20:35.3	,	56.375
US 500 (Dec) >2086.5 (4:15PM)	,	19:23.8	,	57.125
US 500 (Dec) >2086.5 (4:15PM)	,	19:11.3	,	57.375
US 500 (Dec) >2086.5 (4:15PM)	,	20:04.3	,	56.875
US 500 (Dec) >2086.5 (4:15PM)	,	20:11.4	,	56.375
US 500 (Dec) >2086.5 (4:15PM)	,	20:13.1	,	56.625
US 500 (Dec) >2086.5 (4:15PM)	,	20:17.5	,	56.625
US 500 (Dec) >2086.5 (4:15PM)	,	20:24.8	,	56.375
US 500 (Dec) >2086.5 (4:15PM)	,	20:25.1	,	56.625
US 500 (Dec) >2098.5 (4:15PM)	,	20:17.7	,	43.375
US 500 (Dec) >2098.5 (4:15PM)	,	20:04.3	,	43.625
US 500 (Dec) >2098.5 (4:15PM)	,	20:06.0	,	43.375
US 500 (Dec) >2098.5 (4:15PM)	,	19:44.9	,	43.875
US 500 (Dec) >2098.5 (4:15PM)	,	19:38.1	,	44.125
US 500 (Dec) >2098.5 (4:15PM)	,	19:11.2	,	44.25
US 500 (Dec) >2098.5 (4:15PM)	,	19:05.1	,	43.875
US 500 (Dec) >2098.5 (4:15PM)	,	19:23.8	,	43.875
US 500 (Dec) >2098.5 (4:15PM)	,	20:36.4	,	43.375
US 500 (Dec) >2110.5 (4:15PM)	,	20:36.4	,	30.125
US 500 (Dec) >2110.5 (4:15PM)	,	20:35.3	,	29.875
US 500 (Dec) >2110.5 (4:15PM)	,	20:46.9	,	29.875
US 500 (Dec) >2110.5 (4:15PM)	,	19:23.9	,	30.625
US 500 (Dec) >2110.5 (4:15PM)	,	19:04.2	,	30.625
US 500 (Dec) >2110.5 (4:15PM)	,	19:11.3	,	30.875
US 500 (Dec) >2110.5 (4:15PM)	,	19:39.4	,	30.875
US 500 (Dec) >2110.5 (4:15PM)	,	19:44.7	,	30.625
US 500 (Dec) >2110.5 (4:15PM)	,	20:04.0	,	30.375
US 500 (Dec) >2110.5 (4:15PM)	,	20:12.5	,	30.125
US 500 (Dec) >2110.5 (4:15PM)	,	20:11.5	,	29.875
US 500 (Dec) >2110.5 (4:15PM)	,	20:24.8	,	29.875
US 500 (Dec) >2110.5 (4:15PM)	,	20:25.1	,	30.125
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	19:38.1	,	2083.7
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	19:44.5	,	2083.6
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:05.6	,	2083.4
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:04.2	,	2083.5
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:25.0	,	2083.4
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:24.7	,	2083.3
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:17.7	,	2083.4
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:17.7	,	2083.5
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:17.7	,	2083.4
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:11.7	,	2083.3
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:12.4	,	2083.4
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	19:23.5	,	2083.6
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	19:04.2	,	2083.6
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	19:11.2	,	2083.7
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:46.8	,	2083.3
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:36.4	,	2083.4
US 500 (Dec) 2050.0-2090.0 (4:15PM)	,	20:35.2	,	2083.3
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:35.7	,	2091.8
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:35.1	,	2091.9
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:36.3	,	2092
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:46.8	,	2091.9
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:47.2	,	2091.8
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	19:11.2	,	2092.5
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	19:04.2	,	2092.4
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	19:05.1	,	2092.3
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	19:23.9	,	2092.3
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	19:23.4	,	2092.4
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:12.4	,	2091.9
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:12.4	,	2092
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:11.7	,	2091.8
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:17.3	,	2092.1
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:17.3	,	2092.2
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:17.3	,	2092
US 500 (Dec) 2070.0-2110.0 (4:15PM)	,	20:24.7	,	2091.9
